CustomerID,Age,Gender,Income,SubscriptionLength,AvgMonthlySpend,ProductViews,ComplaintsFiled,DiscountUsed,SatisfactionScore,MonthlySales,Churn
926,33,Female,20163,13,168.17,17,1,1,8,89.73,0
927,25,Female,61424,11,243.32,34,1,0,7,89.15,0
928,21,Male,73744,46,280.38,19,0,1,1,107.06,1
929,57,Male,90331,19,229.11,20,0,1,6,122.06,0
930,21,Female,30634,11,207.86,19,1,1,8,124.44,0
931,42,Male,24798,13,177.79,22,1,1,3,89.47,1
932,20,Male,42420,46,216.47,16,0,1,9,106.59,0
933,49,Male,49300,45,158.99,18,2,1,10,78.06,0
934,20,Male,109881,1,103.21,23,1,0,2,34.32,1
935,44,Male,30749,40,281.84,26,4,0,6,92.94,0
936,46,Female,45121,44,149.71,23,2,0,1,59.71,0
937,49,Female,57487,19,183.76,14,3,0,2,83.31,1
938,67,Male,113947,12,232.82,27,2,1,5,109.65,0
939,68,Male,53361,8,271.72,14,1,1,1,97.2,1
940,36,Male,41223,8,212.86,25,1,1,8,108.9,1
941,38,Female,92930,53,140.31,20,3,1,1,77.7,0
942,22,Male,34056,45,184.93,12,0,0,9,64.47,0
943,35,Female,48380,12,166.08,23,0,1,10,86.85,0
944,45,Female,46035,48,198.09,16,1,1,3,121.76,0
945,59,Female,50620,33,261.6,16,1,0,2,64.18,0
946,39,Male,39877,45,73.13,33,1,0,1,39.21,0
947,38,Female,75316,26,179.43,29,1,1,9,125.01,0
948,23,Male,84041,39,175.8,21,0,1,4,45.26,0
949,18,Female,73352,28,137.16,32,0,1,1,23.06,0
950,22,Male,50911,58,229.27,20,1,1,1,110.08,0
951,58,Female,52784,5,129.25,17,0,1,7,65.17,0
952,29,Male,23191,8,135.01,21,0,0,2,32.64,1
953,43,Female,53160,25,242.55,22,1,0,7,98.45,0
954,63,Male,110536,27,275.03,24,0,1,7,109.3,0
955,51,Male,84641,46,196.2,18,0,1,10,130.29,0
956,66,Male,69723,23,139.13,20,2,1,9,74.1,1
957,31,Male,23631,30,164.72,16,2,1,7,55.9,0
958,43,Female,26172,45,250.4,12,3,1,1,113.85,1
959,62,Female,62080,47,205.82,24,1,1,8,90.29,0
960,44,Male,109097,23,194.95,17,1,1,8,94.29,1
961,26,Female,110353,49,215.65,14,0,1,4,111.99,0
962,43,Male,40281,47,198.12,28,1,0,8,102.24,0
963,64,Male,48671,20,277.29,20,1,1,4,136.43,1
964,39,Female,71431,18,162.54,25,0,1,8,116.91,0
965,64,Male,110900,18,156.8,17,2,1,5,73.82,1
966,47,Male,112961,2,130.83,24,0,0,4,80.89,1
967,60,Female,48602,4,173.0,19,0,1,6,96.21,0
968,65,Male,108789,30,145.4,23,2,1,2,52.8,0
969,34,Male,71399,33,210.9,17,3,1,2,89.93,0
970,43,Male,43472,36,201.05,18,0,1,2,55.03,1
971,53,Male,69230,18,146.05,9,2,0,9,105.94,0
972,18,Female,93616,37,229.46,19,1,1,10,143.87,0
973,25,Female,27099,19,275.84,19,1,1,3,111.11,1
974,66,Female,45431,47,217.89,21,1,1,10,88.05,0
975,52,Male,76492,28,72.83,15,4,0,4,65.69,0
976,69,Male,116722,40,299.36,18,1,0,10,149.45,0
977,32,Female,67684,20,237.35,20,0,1,8,121.75,0
978,64,Male,50111,49,297.82,24,0,1,4,116.93,0
979,39,Male,83936,33,254.54,24,0,1,10,126.83,0
980,31,Male,42614,12,264.53,11,1,0,10,123.02,0
981,43,Male,112260,58,210.26,27,1,1,7,124.81,0
982,45,Female,61991,51,186.89,20,1,1,5,81.73,0
983,40,Female,90476,15,218.67,15,1,0,9,105.86,0
984,31,Female,80920,41,164.56,16,0,1,4,77.62,0
985,41,Male,114294,39,221.69,26,2,1,3,90.8,0
986,19,Female,83530,2,68.66,12,1,1,2,28.84,1
987,62,Female,56224,29,202.15,22,1,0,1,63.34,0
988,43,Male,27788,41,267.23,17,2,1,6,127.89,0
989,31,Male,48082,10,204.72,20,0,0,10,94.32,0
990,68,Female,109570,2,286.37,23,1,0,2,93.75,1
991,24,Female,96816,51,186.81,22,0,0,8,135.76,0
992,20,Female,103588,11,250.13,20,1,1,6,114.78,0
993,64,Female,36531,13,156.09,28,1,0,5,54.62,0
994,40,Male,108340,10,248.1,19,1,1,2,74.43,1
995,63,Female,114439,14,211.63,22,1,0,7,74.29,0
996,60,Female,64857,18,189.01,25,2,0,2,100.5,1
997,64,Male,30142,51,71.31,15,1,1,5,77.3,0
998,62,Female,68355,54,187.28,17,1,0,2,41.24,0
999,35,Male,29866,9,210.67,16,0,1,10,128.28,0
1000,55,Male,90067,57,241.44,14,1,0,2,107.63,0
